text,label,spam_categories,target_Bank Scam,target_Gambling,target_General Spam,target_Phishing,cleaned_text,nb_label
SIM Registration: Your SIM is not yet registered. Avoid blocking tonight. Register at: bit.ly/update-ph-2025,Gambling,['Gambling'],0,1,0,0,sim registration your sim not yet registered avoid blocking tonight register urllink,Spam
Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin!  177betq.xyz,Gambling,['Gambling'],0,1,0,0,gawin iyong unang deposito ittp ittbet makakuha ioo deposit bonusi doblehin iyong deposito ngayoni huwag itong palampasini ittbetqxyz,Spam
Withdraw your winnings in 2 mins! Join SUREWIN now and get 608 free: bit.ly/secure-ph-902921,General Spam,['General Spam'],0,0,1,0,withdraw your winning minsi join surewin now get gob free urllink,Spam
"Immerse in luck at SugarPlay! Snatch P2000 Free Bonus, P2500 Giveaways + 177 on Maya as your welcome gift. Visit https://Sugarplay3.icu","Bank Scam, Gambling","['Bank Scam', 'Gambling']",1,1,0,0,immerse luck sugarplayi snatch pooo free bonus psoo giveaway itt maya your welcome gift visit urllink,Spam
"SurfAlert: Your browsing is put on hold to avoid unexpected internet charges. You'll also start receiving regular alerts for free when your phone or device connects to the internet. To continue browsing, access the New GlobeOne app at https://glbe.co/NewGlobeONE and register to our latest data promos.",Ham,[],0,0,0,0,surfalert your browsing put hold avoid unexpected internet charge youll also start receiving regular alert free your phone device connects internet continue browsing access new globeone app urllink register our latest data promos,Ham
na save mo ba yung excel file,Ham,[],0,0,0,0,save excel file,Ham
Your payment of P908.00 to PRC GCASH TEST has been successfully processed on 05-02-22 05:28:35 PM. Ref. No. 888279459,Ham,[],0,0,0,0,your payment pgoboo prc gcash test successfully processed oso osbes pm ref no bbbtgasg,Ham
"<REAL NAME>, Tongits go is now available here at SBET! Play and win a Brandnew Iphone14 Pro (256)gb and more! Click here!sbetphwin.com"")",General Spam,['General Spam'],0,0,1,0,real name tongits go now available here sbeti play win brandnew iphoneia pro csggb morei click hereisbetphwincom,Spam
"WAG I-SHARE ANG IYONG OTP. May bagong device na nagrequest ng access sa GCash account mo. Kung ikaw ito, ang OTP ay 958088. Kung hindi, scam yan at wag ibigay.",Ham,[],0,0,0,0,wag ishare iyong otp may bagong device nagrequest access gcash account ikaw otp gsbobb hindi scam wag ibigay,Ham
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",General Spam,['General Spam'],0,0,1,0,hi amy we sending you free phone number couple day give you access all adult party,Spam
"[Important] You have an SPayLater bill of PHP , due on 04-05-2025. To avoid your account being suspended and incurring late penalties, please pay now via https://shp.ee/mvbcukc . For queries, please visit https://shp.ee/c2eni6k",Ham,[],0,0,0,0,important you spaylater bill php due oaosos avoid your account suspended incurring late penalty please pay now via urllink query please visit urllink,Ham
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 262.00 to Shopee Philippines Inc. Your OTP is 791009. If you DID NOT make this request, please ignore this message.",Ham,[],0,0,0,0,never share your otp use link you pay php goo shopee philippine inc your otp tgioog you not make request please ignore message,Ham
27/10 14:30: P50.00 loaded to 09129094503 from xxxxxxxx4306 for 1 year. Ref:9JR1M8WM2F. Load EXTRA LOAD P75 & up to get EXTRA FREEBIES!,Ham,[],0,0,0,0,tio iaeo psooo loaded ogigogasoe xxxxxxxxaeog year refgjrimbwmf load extra load pt get extra freebiesi,Ham
"Winner! Chosen mobile # for P50,000 voucher SM Supermalls lucky draw. Claim at 09270964328.",Phishing,['Phishing'],0,0,0,1,winneri chosen mobile psoooo voucher sm supermalls lucky draw claim ogtoggaeb,Spam
Hi msg me:)i'm in office..,Ham,[],0,0,0,0,hi msg meim office,Ham
Part-time Job hiring! Telegram Task is looking for staff. Earn 1k-3k daily. Apply: bit.ly/secure-ph-243554,Phishing,['Phishing'],0,0,0,1,parttime job hiringi telegram task looking staff earn ikek daily apply urllink,Spam
"Did you request to SEND MONEY to JE**N C.'s GCash number, 09310511915 with amount of PHP 300.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 085656.",Ham,[],0,0,0,0,you request send money jen c gcash number ogeiosiigis amount php eoooo not dont enter your otp site send anyone scami you requested your otp obsgsg,Ham
Work from home! Data Encoder online tasks. P690 per order. Msg us: wa.me/639999432389,Phishing,['Phishing'],0,0,0,1,work homei data encoder online task pggo per order msg u wamegeggggaeebg,Spam
"Hi, I'm recruiter for Zalora. Your profile is selected for 2k-5k pay. Info: bit.ly/secure-ph-588133",General Spam,['General Spam'],0,0,1,0,hi im recruiter zalora your profile selected ksk pay info urllink,Spam
PCSO: Lucky number mo nanalo ng P300k! Tawagan si Secretary Reyes 09993986161.,General Spam,['General Spam'],0,0,1,0,pcso lucky number nanalo peooki tawagan si secretary reyes ogggegbgigi,Spam
"Unionbank Alert! Someone tried to access your wallet from Hong Kong. If not you, block: bit.ly/secure-ph-100659",Bank Scam,['Bank Scam'],1,0,0,0,unionbank alerti someone tried access your wallet hong kong not you block urllink,Spam
Part-time Job hiring! Data Encoder is looking for staff. Earn 500-1500 daily. Apply: bit.ly/secure-ph-111067,Phishing,['Phishing'],0,0,0,1,parttime job hiringi data encoder looking staff earn sooisoo daily apply urllink,Spam
Apple ID: Someone logged in from Singapore. Secure account: bit.ly/secure-ph-376552,Phishing,['Phishing'],0,0,0,1,apple id someone logged singapore secure account urllink,Spam
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,General Spam,['General Spam'],0,0,1,0,want explicit sex eo sec ring ooteigaia nowi cost opmin gsex pobox ggt wcin exx,Spam
Globe/Smart: Redeem your unclaimed iPhone 15 Pro now. Click to claim: bit.ly/secure-ph-985138,General Spam,['General Spam'],0,0,1,0,globesmart redeem your unclaimed iphone pro now click claim urllink,Spam
send mo screenshot pag na send na,Ham,[],0,0,0,0,send screenshot pag send,Ham
"100% na bonus sa unang deposito, hanggang 177777P!  177betg.xyz",Gambling,['Gambling'],0,1,0,0,ioo bonus unang deposito hanggang itttttpi ittbetgxyz,Spam
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,General Spam,['General Spam'],0,0,1,0,sunshine quiz wkly qi win top sony dvd player u know country algarve txt ansr btt iso sptyrone,Spam
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,General Spam,['General Spam'],0,0,1,0,asked emobile obto chatlines inclu free min india cust servs sed yes lber got mega bill e dont giv shit bailiff due day e want boo,Spam
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 281.00 to Shopee Philippines Inc. Your OTP is 600139. If you DID NOT make this request, please ignore this message.",Ham,[],0,0,0,0,never share your otp use link you pay php bioo shopee philippine inc your otp gooieg you not make request please ignore message,Ham
wala pa po yung rider na mag dedeliver,Ham,[],0,0,0,0,wala rider mag dedeliver,Ham
You have paid P50.00 of GCash to purchase Php 50 load for 09129094503 on 04-22-22 04:02 AM. Your GCash balance is P158.00. Ref. No. 078195710.,Ham,[],0,0,0,0,you paid psooo gcash purchase php load ogigogasoe oa oao your gcash balance pisboo ref no otbigstio,Ham
1000% Luck bonus on ₱1000 balance. Register: jack94.tw/iWAp,General Spam,['General Spam'],0,0,1,0,iooo luck bonus iooo balance register jackgatwiwap,Spam
You have paid P47.00 of GCash to 7 Eleven on 06-29-23 03:44:44 AM. Ref. No. 072463010.,Ham,[],0,0,0,0,you paid patoo gcash eleven ogge oeaaaa ref no otageoio,Ham
7-Eleven: Claim ur 500 PHP gift today for loyalty. Click: bit.ly/ph-12337,General Spam,['General Spam'],0,0,1,0,televen claim ur soo php gift today loyalty click urllink,Spam
BPI: Your account is detected suspicious login. Please verify identity now to avoid deactivation: flash-parcel-tracking.net,Bank Scam,['Bank Scam'],1,0,0,0,bpi your account detected suspicious login please verify identity now avoid deactivation flashparceltrackingnet,Spam
Anong title nung kanta kanina,Ham,[],0,0,0,0,anong title nung kanta kanina,Ham
"C0NGRATS! Napili ur # for P50,000 voucher from 7-Eleven. To claim, call Atty. Lopez 09899968789.",Phishing,['Phishing'],0,0,0,1,congratsi napili ur psoooo voucher televen claim call atty lopez ogbggggbtbg,Spam
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,General Spam,['General Spam'],0,0,1,0,call germany only penny per minutei call fixed line via access number obaa bgi b b no prepayment direct accessi,Spam
Tell where you reached,Ham,[],0,0,0,0,tell you reached,Ham
"Magandang Araw <NAME>, Shopee Delivery! May up to P50 cashback ka kung ShopeePay ang gagamitin mong pambayad sa iyong COD order na nagkakahalagang 207 PHP. I-scan lang ang QR Ph code ng SPX rider at i-tap ang Play Lucky Draw para makuha ang iyong cashback. Terms & conditions apply. Bilang bahagi rin ng aming delivery process at sa ilalim ng iyong pahintulot, kami ay mangongolekta ng litrato bilang katibayan ng pagdedeliver (Proof of Delivery). Pag may katanungan, pwede kang tumawag sa 02-8805200. Maraming salamat!",Ham,[],0,0,0,0,magandang araw name shopee deliveryi may pso cashback ka shopeepay gagamitin mong pambayad iyong cod order nagkakahalagang ot php iscan qr ph code spx rider itap play lucky draw makuha iyong cashback term condition apply bilang bahagi aming delivery process ilalim iyong pahintulot mangongolekta litrato bilang katibayan pagdedeliver cproof delivery pag may katanungan pwede kang tumawag obbosoo maraming salamati,Ham
You have paid P50.00 of GCash to purchase Php 50 load for 09129094503 on 10-31-22 06:37 AM. Your GCash balance is P304.52. Ref. No. 035920799.,Ham,[],0,0,0,0,you paid psooo gcash purchase php load ogigogasoe ioei oget your gcash balance peoas ref no oesgotgg,Ham
"May bagong Smart cell sites sa DAVAO CITY! Lalakas ang signal, lalakas ang saya! Mag load na ng TNT promos at yayain ang tropa bumili ng TNT sim.",Ham,[],0,0,0,0,may bagong smart cell site davao cityi lalakas signal lalakas sayai mag load tnt promos yayain tropa bumili tnt sim,Ham
Baliw di ko inexpect un ah,Ham,[],0,0,0,0,baliw inexpect un,Ham
Your payment of P100.00 to Pitmasters has been successfully processed on 01-25-22 12:40:24 PM. Ref. No. 505127632,Ham,[],0,0,0,0,your payment pioooo pitmasters successfully processed ois iaoa pm ref no sositge,Ham
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",Ham,[],0,0,0,0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luvi kettoda manda nice day da,Ham
Chinabank: Ur account is detected suspicious activity. Pls verify identity now d2: bit.ly/secure-ph-832649,Bank Scam,['Bank Scam'],1,0,0,0,chinabank ur account detected suspicious activity pls verify identity now urllink,Spam
New member bonus from 747LIVE! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-739565,"Bank Scam, Gambling","['Bank Scam', 'Gambling']",1,1,0,0,new member bonus tatlivei deposit ioo get eoo mabilis payout via gcash urllink,Spam
Landbank Alert: May login attempt mula sa Unknown IP. Secure ur account d2: bit.ly/ph-37172,Bank Scam,['Bank Scam'],1,0,0,0,landbank alert may login attempt mula unknown ip secure ur account urllink,Spam
"Paghandaan ang mga bisita ngayong Pasko at damihan na ang grocery shopping dahil sagot ka ng GGives! Free ang last installment mo when you pay in 12 months. Promo is available at select supermarkets only. T&Cs apply. To learn more, login to GCash > tap Borrow > GGives > View More on our Special Offers.",Ham,[],0,0,0,0,paghandaan bisita ngayong pasko damihan grocery shopping dahil sagot ka ggivesi free last installment you pay month promo available select supermarket only tc apply learn more login gcash tap borrow ggives view more our special offer,Ham
Panget nung quality wag mo bilhin,Ham,[],0,0,0,0,panget nung quality wag bilhin,Ham
You have received P99.00 GCash from 7eleven Kiosk w/ MSG - 2417-7057-7763. Your new balance is P541.43 06-25-24 7:40PM. Ref no. 0018623961148.,Ham,[],0,0,0,0,you received pggoo gcash televen kiosk w msg aittostttge your new balance psaiae ogsa taopm ref no ooibgeggiiab,Ham
sira na yung keyboard ko,Ham,[],0,0,0,0,sira keyboard,Ham
07/06 17:53: P50.00 loaded to 09129094503 for 1 year. Ref:9F794GWGWJ. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp,Ham,[],0,0,0,0,otog itse psooo loaded ogigogasoe year refgftgagwgwj use gigalife app best promos dealsi smrtphgigalifeapp,Ham
Kumuha ng 100% Deposit Bonus sa 177BET! Doblehin ang iyong deposito ngayon! Huwag Palampasin! 177bet.xyz,Gambling,['Gambling'],0,1,0,0,kumuha ioo deposit bonus ittbeti doblehin iyong deposito ngayoni huwag palampasini ittbetxyz,Spam
11/05 10:22: P50.00 loaded to 09123299877 from 09478580716 for 1 year. Ref:8EB1HX7XKB !!Use *123# to get FREE GIGA STORIES OR GAMES or smrt.ph/GigaLifeApp!!,Ham,[],0,0,0,0,iios io psooo loaded ogieggbtt ogatbsbotig year refbebihxtxkb iiuse ie get free giga story game smrtphgigalifeappii,Ham
New member bonus from OKBET! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-887436,"Bank Scam, Gambling","['Bank Scam', 'Gambling']",1,1,0,0,new member bonus okbeti deposit ioo get eoo mabilis payout via gcash urllink,Spam
But am going to college pa. What to do. are else ill come there it self. Pa.,Ham,[],0,0,0,0,going college else ill come self,Ham
ubos na pera ko kakahintay,Ham,[],0,0,0,0,ubos pera kakahintay,Ham
"Psst! Need extra data? Borrow 100MB data, valid for 1 day. Pay P6 later. Text MBSOS to 3733 or dial *143# and choose LOANS to avail. Tip: Pay any unpaid loan to borrow hassle-free when in need.",Ham,[],0,0,0,0,pssti need extra data borrow ioomb data valid day pay pg later text mbsos etee dial iae choose loan avail tip pay unpaid loan borrow hasslefree need,Ham
Tirhan niyo ko ng ulam dyan,Ham,[],0,0,0,0,tirhan niyo ulam dyan,Ham
2/2 Your points will remain intact and can continue to earn from your GigaLifeApp transactions. Thank you for your patience.,Ham,[],0,0,0,0,your point remain intact continue earn your gigalifeapp transaction thank you your patience,Ham
"LandBank Alert:   Your mobile number is currently suspended, if your number still active, verify here: mlandbankupdates.com to continue receiving OTP.",Bank Scam,['Bank Scam'],1,0,0,0,landbank alert your mobile number currently suspended your number still active verify here mlandbankupdatescom continue receiving otp,Spam
Claim your FREEBIE of 350MB for surfing valid for 3 days now! Simply load a total of P50 before 10/10/2024. REF#: FGRN12,Ham,[],0,0,0,0,claim your freebie esomb surfing valid e day nowi simply load total pso ioiooa ref fgrni,Ham
"Dear user, your account has a cash deposit of 199 P, please log in; https://www.tgrt.buzz To Receive",Gambling,['Gambling'],0,1,0,0,dear user your account cash deposit igg p please log urllink receive,Spam
mag deposit ka ng 100 at gawin nating 268:sv22.tv,General Spam,['General Spam'],0,0,1,0,mag deposit ka ioo gawin nating gbsvtv,Spam
Ikaw ang maswerteng Makatanggap ng P555 na bonus >>> yg54yt7r7y.uk,Gambling,['Gambling'],0,1,0,0,ikaw maswerteng makatanggap psss bonus ygsayttrtyuk,Spam
Facebook: Ur account will be disabled. Appeal here: bit.ly/ph-54455,General Spam,['General Spam'],0,0,1,0,facebook ur account disabled appeal here urllink,Spam
Entrego: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-665098,Phishing,['Phishing'],0,0,0,1,entrego parcel held distribution center pay custom fee urllink,Spam
Your new GCash American Express Virtual Pay security code is 7407. You may change this code anytime in the GCash App for your security. Trace No 575583.,Ham,[],0,0,0,0,your new gcash american express virtual pay security code taot you may change code anytime gcash app your security trace no stssbe,Ham
"Uy, G na rin kami! You can now use Maya to scan any GCash QR na may red, blue, and yellow QRPh icon sa gitna. Zero extra fees 'yan ha! #LifeIsGWithMaya ;)",Ham,[],0,0,0,0,uy g kamii you now use maya scan gcash qr may red blue yellow qrph icon gitna zero extra fee hai lifeisgwithmaya,Ham
"Your baiance: PHP 388.50. Hurry, vaiid for 2 hours oniy! Expiore PAGCOR-authorized oniine gaming sites: https:Ćbit.iy/3lgMUoi",Gambling,['Gambling'],0,1,0,0,your baiance php ebbso hurry vaiid hour oniyi expiore pagcorauthorized oniine gaming site httpsćbitiyelgmuoi,Spam
"Winner! Chosen mobile # for 250,000 PHP Shopee Raffle lucky draw. Claim at 09556676078.",Phishing,['Phishing'],0,0,0,1,winneri chosen mobile soooo php shopee raffle lucky draw claim ogssggtgotb,Spam
WINNER! Chosen ur cell # for P800k Puregold anniversary. Claim now: 09423180882,Phishing,['Phishing'],0,0,0,1,winneri chosen ur cell pbook puregold anniversary claim now ogaeibobb,Spam
You have been selected! Take our survey and get a 500 peso shopping voucher. Click here to start earning.,Phishing,['Phishing'],0,0,0,1,you selectedi take our survey get soo peso shopping voucher click here start earning,Spam
"It's not too late to claim your FREEBIE of 350MB for surfing valid for 3 days. Simply load a total of P30 by 04/24/2023. #BestTimeWithGlobe Share-A-Load not included. If you've already claimed your freebie, please disregard this message. REF#: DGR64",Ham,[],0,0,0,0,not late claim your freebie esomb surfing valid e day simply load total peo oaaoe besttimewithglobe shareaload not included youve already claimed your freebie please disregard message ref dgrga,Ham
"<NAME>., SugarPlay's Twin Bonanza: Win up to 128,888 prizes! New users receive 2,000 free credits. Join the fun at Sgplaynow1.com",Gambling,['Gambling'],0,1,0,0,name sugarplays twin bonanza win ibbbb prizesi new user receive ooo free credit join fun sgplaynowicom,Spam
"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",Ham,[],0,0,0,0,famous quote you develop ability listen anything unconditionally without losing your temper self confidence mean you married,Ham
29Aug08:09 PM Load Balance: P0.00,Ham,[],0,0,0,0,gaugobog pm load balance pooo,Ham
"""Sumali na! Makakahanap ka ng excitement sa electronic games, slot machines, at fishing games. Mag-register ngayon at makakuha ng 100% na bonus hanggang P19800!""w19games.ph/4Ewc2de",Gambling,['Gambling'],0,1,0,0,sumali nai makakahanap ka excitement electronic game slot machine fishing game magregister ngayon makakuha ioo bonus hanggang pigbooiwiggamesphaewcde,Spam
Jackpot winner of P800k in JILI-BET! Be next. Register: bit.ly/ph-76708,"Gambling, Phishing","['Gambling', 'Phishing']",0,1,0,1,jackpot winner pbook jilibeti next register urllink,Spam
100% Cashback handog ng TNT at Maya! I-download at i-upgrade ang Maya app at bumili ng P100 load for yourself sa Maya. I-claim mo na bago pa mawala: https://official.maya.ph/3xMF/SmartSignUp T&Cs apply. Users who qualify for the promo will receive their reward within 3 business days. DTI192508,Ham,[],0,0,0,0,ioo cashback handog tnt mayai idownload iupgrade maya app bumili pioo load maya iclaim bago mawala urllink tc apply user qualify promo receive reward within e business day dtiigsob,Ham
Looking for side hustle? Watch videos & earn P800-P2000. Join: wa.me/639190770990,General Spam,['General Spam'],0,0,1,0,looking side hustle watch video earn pboopooo join wamegegigottoggo,Spam
Naka book ka na ba ng joyride,Ham,[],0,0,0,0,naka book ka joyride,Ham
"Your One-Time Password (OTP) is 572100, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.563879",Ham,[],0,0,0,0,your onetime password cotp stioo please enter within minute call bdo customer contact center you not login your account refnosgebtg,Ham
Claim your FREEBIE of 350MB for surfing valid for 3 days now! Simply load at least P50 one time before 02/22/2025. REF#: FGRN17,Ham,[],0,0,0,0,claim your freebie esomb surfing valid e day nowi simply load least pso one time oos ref fgrnit,Ham
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",Ham,[],0,0,0,0,io call cost guess isnt bad miss ya need ya want ya love ya,Ham
WinningPlus T.G.I.S blast! Grab a 6888p Bonus! New members enjoy a Special Offer of 999p + Free 588p! Join now at Wplaymegaph.de,General Spam,['General Spam'],0,0,1,0,winningplus tgis blasti grab gbbbp bonusi new member enjoy special offer gggp free sbbpi join now wplaymegaphde,Spam
BSP: Na-miss mob a ang 2021 BSP Youth Summit? Maaari mo pa rin itong mapanuod sa Facebook Page videos ng BSP: fb.com/BangkoSentralngPilipinas,Ham,[],0,0,0,0,bsp namiss mob oi bsp youth summit maaari itong mapanuod facebook page video bsp fbcombangkosentralngpilipinas,Ham
Good day! Im recruiter from Lazada. Your resume is qualified for 5k/day job. Click to apply: jili-bet.ph/register,Gambling,['Gambling'],0,1,0,0,good dayi im recruiter lazada your resume qualified skday job click apply jilibetphregister,Spam
MA'AM/SIR! Metrobank iAccess needs validation due to suspicious activity: bit.ly/secure-ph-826134,Bank Scam,['Bank Scam'],1,0,0,0,maamsiri metrobank iaccess need validation due suspicious activity urllink,Spam
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 259.00 to GOMO. Your OTP is 827734. If you DID NOT make this request, please ignore this message.",Ham,[],0,0,0,0,never share your otp use link you pay php sgoo gomo your otp bttea you not make request please ignore message,Ham
"Log in to receive PHP108 free rewards, deposit 100 and get 250, and win the highest cash in daily draws.¬† slot9.tv/2OrhrRrO",Gambling,['Gambling'],0,1,0,0,log receive phpiob free reward deposit ioo get win highest cash daily draw slotgtvorhrrro,Spam
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-502670,Phishing,['Phishing'],0,0,0,1,netflix ph your membership hold update payment continue urllink,Spam
Work from home! Telegram Task online tasks. P857 per order. Msg us: wa.me/639162030138,Phishing,['Phishing'],0,0,0,1,work homei telegram task online task pbst per order msg u wamegegigoeoieb,Spam
"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...",Ham,[],0,0,0,0,okies ill go jiu we skip ard oso go cine den go mrt one blah blah blah,Ham
"We've deducted P17 from your load balance for your loan (LOAN P2LOAD15 + P2 service fee) made last 04/04/24. Your loan is fully paid. To use the service again with the LOWEST SERVICE FEES, go to the GlobeOne app and search LOAN. No data charges will apply when using the app. Thank you!",Ham,[],0,0,0,0,weve deducted pit your load balance your loan cloan ploadis p service fee made last oaoaa your loan fully paid use service lowest service fee go globeone app search loan no data charge apply using app thank youi,Ham
Ur the lucky winner of MacBook Pro from Globe Rewards. Valid for 24hrs. Pls call 09320956253.,Phishing,['Phishing'],0,0,0,1,ur lucky winner macbook pro globe reward valid ahrs pls call ogeogsgse,Spam
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,General Spam,['General Spam'],0,0,1,0,no nokia tone ur mob every weeki just txt nok btoi ist tone free get txtin now tell ur friend isoptone ig reply hl ainfo,Spam
Si si. I think ill go make those oreo truffles.,Ham,[],0,0,0,0,si si think ill go make oreo truffle,Ham
Your order #21185 delivery failed. Update address to avoid return: bit.ly/secure-ph-878138,Phishing,['Phishing'],0,0,0,1,your order iibs delivery failed update address avoid return urllink,Spam
Netflix PH: Payment failed. Update billing to avoid interruption: bit.ly/ph-29022,Phishing,['Phishing'],0,0,0,1,netflix ph payment failed update billing avoid interruption urllink,Spam
Enjoy your SMGP Choice exclusive for Under Armour items Enjoy P1000 SMGP Choice from ACER valid for Under Armour Items at SM Store. CODE is 714 749 8838. For the T&C visit the Pluxee website. Revalidate after 11/30/24. DTI194090 Series of 2024.,Ham,[],0,0,0,0,enjoy your smgp choice exclusive armour item enjoy piooo smgp choice acer valid armour item sm store code tia tag bbeb tc visit pluxee website revalidate iieoa dtiigaogo series oa,Ham
"Good day from GCash,    Please be advised that we are asking everyone to verify their account to avoid deactivation tomorrow.    Verify here:  kol.vin/GcashReferral",Bank Scam,['Bank Scam'],1,0,0,0,good day gcash please advised we asking everyone verify account avoid deactivation tomorrow verify here kolvingcashreferral,Spam
"Lamang ka sa susunod mong load up, DALI! Subscribe to ALL DATA+ or any promo at least P20 to get EXTRA 2 GB for 3 days FREE! Load na sa https://smrt.ph/GetSmartApp o i-dial ang *123# NOW NA!",Ham,[],0,0,0,0,lamang ka susunod mong load dalii subscribe all datat promo least get extra gb e day freei load urllink idial ie now nai,Ham
Dick Gordon may P86 million na utang sa gobyerno! Marami ang matutulungan kung utang ni Gordon ay babayaran! Pera ng taumbayan wag bulsahin! Gordon magbayad ka!,General Spam,['General Spam'],0,0,1,0,dick gordon may pbg million utang gobyernoi marami matutulungan utang ni gordon babayarani pera taumbayan wag bulsahini gordon magbayad kai,Spam
Work from home! Data Encoder online tasks. P587 per order. Msg us: wa.me/639690593612,Phishing,['Phishing'],0,0,0,1,work homei data encoder online task psbt per order msg u wamegegggosgegi,Spam
May 60 minutes ka na lang sa FREE UNLI TIKTOK ARAW-ARAW mo.,Ham,[],0,0,0,0,may go minute ka free unli tiktok arawaraw,Ham
Clearance sale! Diskwento sa lahat ng school supplies! Use code FREE50 upon checkout.,General Spam,['General Spam'],0,0,1,0,clearance salei diskwento lahat school suppliesi use code freeso upon checkout,Spam
Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,General Spam,['General Spam'],0,0,1,0,get free mobile video player free movie collect text go bgios freei extra film ordered t c apply ib yr only,Spam
Avail Car Protect of Standard Insurance & get a FREE loaner vehicle while waiting for your car! Go to your GCash dashboard & tap GInsure to learn more.,Ham,[],0,0,0,0,avail car protect standard insurance get free loaner vehicle waiting your cari go your gcash dashboard tap ginsure learn more,Ham
Hugas ka muna kamay,Ham,[],0,0,0,0,hugas ka muna kamay,Ham
Having lunch:)you are not in online?why?,Ham,[],0,0,0,0,lunchyou not onlinewhy,Ham
"A special promo is now available to you in GCash! It's your favorite Go59 offer with an extra 1GB data, just for you. To get this promo, visit the Just For You page in GCash and look for SuperGO59. Offer is valid until July 30, 2024.",Ham,[],0,0,0,0,special promo now available you gcashi your favorite gosg offer extra igb data just you get promo visit just you page gcash look supergosg offer valid july eo oa,Ham
"Join the 'Mo Creds Holiday Raffle for a chance to be one of over 400 winners of the latest gadgets, GCash Credits, and 'MO. Swap your GBs now! Promo runs until December 31, 2024. Per DTI Fair Trade Permit No FTEB 209123, series of 2024. No advisories? Text OFF to 2686 for free.",Ham,[],0,0,0,0,join cred holiday raffle chance one aoo winner latest gadget gcash credit swap your gb nowi promo run december ei oa per dti fair trade permit no fteb ogie series oa no advisory text gbg free,Ham
You have paid P100.00 of GCash to purchase Php 100 load for 09548058067 on 06-27-22 10:43 PM. Your GCash balance is P0.50. Ref. No. 030477096.,Ham,[],0,0,0,0,you paid pioooo gcash purchase php ioo load ogsabosbogt ogt ioae pm your gcash balance poso ref no oeoattogg,Ham
andito na ko sa tricycle,Ham,[],0,0,0,0,andito tricycle,Ham
Verify your BDO mobile number to avoid account deletion. Update here: bit.ly/secure-ph-904207,Bank Scam,['Bank Scam'],1,0,0,0,verify your bdo mobile number avoid account deletion update here urllink,Spam
BPI: Ur account is temporarily disabled. Pls verify identity now d2: bit.ly/secure-ph-478568,Bank Scam,['Bank Scam'],1,0,0,0,bpi ur account temporarily disabled pls verify identity now urllink,Spam
PH-BET: Most trusted online casino. Cashout via GCash: ph-bet-casino.net,"Bank Scam, Gambling","['Bank Scam', 'Gambling']",1,1,0,0,phbet trusted online casino cashout via gcash phbetcasinonet,Spam
"Live na si seller? Kaya pa ba ng data mo? Mag-Borrow Load na! Sa palista na walang abala, kayang-kaya tumutok sa live selling!",Ham,[],0,0,0,0,live si seller kaya data magborrow load nai palista walang abala kayangkaya tumutok live sellingi,Ham
Easy money! Like and follow for YouTube Liker and get 335 daily. Apply now: wa.me/639754254763,Phishing,['Phishing'],0,0,0,1,easy moneyi like follow youtube liker get ee daily apply now wamegegtsasatge,Spam
